e401k,inc,marr,male,age,fsize,nettfa,p401k,pira
0,39.546,0,1,56,1,65.897,0,1
1,111.978,1,0,42,4,96.6,1,1
0,18.378,1,0,30,4,-1.12,0,0
0,33.636,1,0,61,2,86.999,0,1
0,42.744,1,0,61,3,29.2,0,1
0,23.052,0,0,61,2,-1.05,0,0
0,40.5,1,0,62,3,44.763,0,1
0,16.218,0,1,40,1,1,0,0
0,32.4,0,0,55,4,-0.4,0,0
0,21.267,0,0,28,1,3.55,0,0
0,16.203,1,1,29,4,0,0,0
0,17.793,0,1,25,1,15.6,0,0
1,63.954,1,0,42,6,-25.57,0,0
0,15.3,0,0,31,4,-0.523,0,0
1,42.513,1,0,28,4,19,1,0
1,27.111,1,0,41,4,23.312,1,0
0,45.654,1,0,27,3,6.757,0,0
1,41.634,1,0,42,4,17.099,0,0
1,51.141,1,0,41,4,0.375,0,0
0,17.022,0,0,34,1,-27.77,0,0
0,33.63,1,0,29,4,2.75,0,0
0,33.543,1,0,34,4,-1.55,0,0
1,58.026,1,0,36,4,12.148,0,1
0,25.527,0,0,45,2,0.915,0,1
1,39.453,1,0,32,3,0.48,0,1
1,98.034,1,0,48,4,32.29,1,1
1,50.262,1,0,34,4,15,0,0
1,41.124,1,0,44,3,8.774,0,0
0,37.98,1,0,54,8,4.2,0,1
0,22.134,0,0,28,1,-0.994,0,0
1,62.496,1,0,27,2,8.352,0,0
1,37.635,1,0,50,2,5.85,1,0
0,26.796,1,0,25,6,-1.431,0,0
1,32.712,1,0,43,4,12.049,1,0
1,80.7,1,0,46,4,51,1,1
1,108.795,1,1,44,3,19.375,1,1
0,21.72,1,0,30,2,23.85,0,0
1,53.664,1,0,28,3,7.5,1,0
0,30.804,0,0,35,1,-1.6,0,0
0,47.16,1,0,31,2,16.055,0,0
1,54.996,1,0,37,4,-4.3,0,0
1,91.689,1,0,41,5,72.475,1,1
0,41.658,0,0,49,1,1.499,0,0
0,17.619,1,0,64,5,-0.45,0,0
0,66,0,1,34,1,25.29,0,0
1,23.634,1,0,51,4,2.195,0,0
1,33.375,1,0,29,4,15,1,0
0,38.04,0,1,57,1,79.998,0,1
0,33.093,1,0,26,2,-2.5,0,0
0,80.613,1,0,38,4,54,0,1
0,55.68,1,0,32,5,1.163,0,0
1,55.464,1,0,40,5,67.703,1,0
1,38.316,0,0,42,3,-10.8,0,0
1,79.206,1,0,32,2,32.292,1,0
0,26.664,0,0,59,1,5.855,0,0
0,15.33,0,1,47,2,0.499,0,0
0,35.643,1,0,29,5,-2,0,0
0,18.9,0,1,49,1,0,0,0
1,21.42,1,0,29,3,-0.225,1,0
0,51.981,1,0,58,5,17.496,0,0
1,39.168,1,0,36,4,80.6,1,0
0,20.97,0,0,62,1,11.983,0,0
0,12.483,0,1,37,1,55.5,0,0
1,11.349,0,0,33,4,-7,0,0
1,26.73,0,0,25,1,15.5,1,0
1,34.803,1,0,56,2,24.699,1,1
1,143.781,1,0,29,3,8.25,1,0
1,25.641,0,0,37,4,60.7,1,0
0,20.703,0,0,54,2,2.491,0,0
1,51.18,0,0,44,4,-7.4,0,0
0,11.913,0,0,48,1,-5.226,0,0
0,58.992,0,1,46,1,6,0,1
0,41.316,1,0,42,4,3.5,0,0
0,21.021,1,1,29,3,-1.502,0,0
1,55.296,0,1,50,1,149.7,1,1
0,55.62,1,0,31,4,-3.395,0,0
1,72,1,0,44,8,106.3,1,0
0,18.888,0,0,62,1,2,0,0
1,42.915,0,0,49,3,4.975,1,1
0,21.6,0,1,38,1,0,0,0
1,52.737,1,1,33,2,4.766,1,1
1,39.12,1,0,39,7,5,1,0
0,68.229,0,1,28,1,-19.45,0,0
0,20.583,0,0,43,4,-4.3,0,0
1,30.102,1,0,52,3,8.85,1,0
0,25.2,0,0,27,1,-1.35,0,0
0,44.616,1,0,54,3,0,0,0
1,62.64,1,0,31,2,29.5,0,1
1,32.838,0,0,49,1,42.498,1,1
1,40.677,1,0,40,4,5.863,1,1
1,25.731,0,1,35,3,3.2,0,0
1,16.371,0,0,35,3,-1.55,0,0
0,49.05,1,0,61,4,20.7,0,0
0,59.4,0,0,41,1,52.15,0,0
0,33.219,1,0,30,2,-1.563,0,0
1,33.174,1,0,25,3,3.836,0,0
1,28.785,0,0,59,1,164.7,1,1
1,52.263,1,0,40,4,-6.1,0,0
0,63.3,1,0,45,2,0.29,0,1
0,15.135,1,0,44,5,0.4,0,0
0,17.856,1,0,29,9,0,0,0
1,50.4,1,0,35,2,45.5,0,0
0,27.516,1,0,50,2,54.5,0,1
1,13.101,0,1,34,1,-7.5,0,0
0,57.87,1,0,29,4,2,0,0
0,32.871,1,0,31,4,0.515,0,0
0,67.746,1,0,52,3,-5.901,0,0
1,45.21,1,0,36,6,7.92,1,0
0,27.852,1,0,38,4,0.1,0,0
0,65.262,1,0,25,2,-3.899,0,0
1,32.1,1,0,57,2,18.799,1,0
0,34.386,1,0,36,4,0.1,0,0
0,20.313,1,1,29,3,0.21,0,0
0,26.916,0,1,48,1,47.488,0,1
0,79.323,1,0,59,2,95.299,0,1
0,45.81,1,0,41,4,1.7,0,1
1,11.49,0,0,56,2,0.5,0,0
0,21.603,0,0,39,3,-11.551,0,0
0,20.667,1,0,34,4,4.572,0,1
0,13.5,0,0,51,2,0,0,0
0,42.009,0,0,39,1,17,0,1
0,68.214,1,0,28,3,8.215,0,1
0,39.609,1,1,28,3,-3.8,0,0
1,55.263,0,1,37,3,1098.624,1,1
0,26.958,1,0,48,3,0.049,0,0
0,20.787,1,0,35,3,-0.33,0,0
1,58.323,1,0,31,4,24.448,1,0
0,45.687,1,0,29,2,7.926,0,1
0,18.423,1,0,42,4,0,0,0
0,25.215,1,0,35,2,-2.2,0,0
0,19.812,1,0,31,6,-3.651,0,0
0,43.2,0,1,46,1,0,0,0
1,101.826,1,0,54,7,46.603,1,1
0,34.437,1,0,48,3,-2.645,0,0
0,53.955,1,0,52,4,-7,0,0
1,40.125,1,0,53,2,7.286,1,0
0,49.329,1,0,32,2,-6.705,0,0
0,22.68,0,1,25,1,0.2,0,0
1,38.856,1,0,39,4,9.675,1,0
1,25.542,1,0,60,3,83.199,1,1
0,32.409,1,0,25,3,-1.775,0,0
0,22.956,0,0,44,2,10.299,0,0
1,83.496,1,0,34,4,21.549,0,0
1,67.512,1,0,37,4,109.8,1,1
1,73.641,1,0,43,2,28.6,1,1
0,58.272,0,1,62,1,39,0,0
0,28.095,1,0,40,5,0,0,0
1,98.607,0,0,32,1,77.396,1,0
0,12.576,1,0,64,2,0.27,0,0
1,49.05,0,1,55,2,256.699,1,0
0,44.613,1,0,30,4,3.328,0,0
0,24.408,0,0,42,1,-0.4,0,0
0,33.21,0,1,30,1,0.9,0,0
0,15.39,0,1,25,1,2.725,0,0
0,28.8,0,1,36,1,-3.35,0,0
0,10.338,1,0,48,3,-1.795,0,0
1,34.002,0,1,56,2,71.6,1,0
1,36.882,1,0,35,3,36.145,1,0
1,39.261,1,0,43,3,-0.3,1,0
0,13.245,0,0,60,1,39.6,0,0
1,40.5,0,1,39,1,-12.4,1,0
0,32.232,0,0,50,1,14.098,0,0
1,41.238,1,0,53,2,108.47,1,1
1,51.528,1,0,38,6,74.6,1,0
0,47.355,1,0,40,4,2.7,0,0
0,14.892,1,0,29,2,-1.75,0,0
1,111.372,1,0,49,2,64.337,1,1
1,24.15,0,0,38,5,5.5,0,0
0,31.2,1,0,30,5,0,0,0
1,42.804,1,0,25,2,-2.65,1,0
1,24.351,1,0,33,3,0.5,0,0
0,38.601,1,0,37,5,-4.4,0,0
0,21.366,0,0,59,1,-0.75,0,0
1,59.667,1,0,32,2,61,1,0
0,44.4,0,1,38,1,-5.8,0,0
0,23.16,0,0,55,4,30.299,0,1
0,26.91,1,0,52,1,15.1,0,1
0,15.3,0,0,53,1,-5.71,0,0
1,16.665,0,1,37,1,3.5,1,0
1,29.373,0,0,43,4,-0.8,1,0
0,13.566,0,0,39,2,1.5,0,0
1,37.965,1,0,51,4,7.6,1,0
1,60.282,1,0,53,3,43.3,1,1
1,47.646,1,0,54,3,100.7,1,1
1,155.196,1,0,43,4,87,1,1
0,20.103,1,0,35,5,-4.823,0,0
1,54.96,1,0,35,4,70.05,1,1
0,44.403,1,0,62,2,42.632,0,0
0,36.621,1,0,40,5,-5.008,0,0
0,35.439,1,0,40,3,0.869,0,0
0,16.977,1,0,34,5,-3.05,0,0
0,19.176,1,0,48,4,-0.03,0,0
0,22.722,0,1,30,1,0.3,0,0
1,109.587,1,0,41,5,17.519,0,1
0,16.647,0,0,34,4,-2.48,0,0
0,29.976,1,0,36,3,-4.815,0,0
1,49.095,1,0,40,5,50.355,1,1
0,26.175,1,1,31,5,-2.171,0,0
0,16.128,0,0,31,2,-0.193,0,0
0,21.21,1,0,28,3,16,0,0
0,28.887,1,0,28,2,-2.4,0,0
1,68.673,1,0,48,3,36.8,1,0
0,10.2,0,1,42,1,0,0,0
1,32.046,1,0,43,4,-0.751,1,0
0,14.79,0,1,32,1,-0.595,0,0
1,36.612,1,0,43,2,-0.9,0,0
0,19.125,0,1,39,4,0,0,0
0,13.026,0,1,25,1,-21.25,0,0
0,18.516,0,1,29,1,-1.5,0,0
0,108.87,1,0,52,2,37.878,0,1
0,35.61,1,0,46,2,7.2,0,0
0,50.25,0,0,39,4,16.199,0,0
1,59.232,0,0,34,3,36.3,1,0
1,69.612,1,0,32,4,1.771,1,0
1,51.9,1,0,42,3,3,0,0
1,12.6,1,0,40,2,28.269,1,0
1,12.291,1,0,41,5,20,1,0
1,36.42,0,0,43,1,9.5,0,0
1,13.362,1,0,54,1,-1.6,0,0
0,29.301,0,0,56,2,13.5,0,0
1,44.016,1,0,42,4,-4.496,1,1
1,22.413,1,0,30,4,-1.845,0,0
0,27.246,1,0,28,4,-8.195,0,0
0,21.639,0,0,28,2,-0.25,0,0
0,18.861,1,0,32,5,0,0,0
0,40.926,1,0,53,3,-2.801,0,0
0,17.01,0,1,27,4,-3.094,0,0
0,23.31,0,0,62,1,-0.35,0,0
1,28.83,0,0,31,2,0,1,0
0,26.52,1,0,38,4,0.16,0,0
0,30.264,1,0,58,3,52.399,0,1
0,27.927,1,0,57,4,-1.501,0,0
0,58.413,1,0,30,4,-10,0,0
0,62.703,1,0,38,5,-13.3,0,0
1,31.626,0,1,35,1,0.95,0,0
0,32.064,1,1,49,3,-4.5,0,0
0,27.012,1,0,41,4,-0.73,0,0
1,38.862,1,0,44,3,-2.667,1,0
1,28.194,1,0,61,2,19.799,1,0
1,23.316,0,1,28,1,-0.2,0,0
1,14.805,0,0,35,1,0,0,0
0,13.26,0,1,45,1,-1,0,0
0,12.24,0,0,55,1,0,0,0
0,48.615,0,1,41,4,-2.6,0,0
0,28.965,1,0,27,5,-0.8,0,0
0,24.051,1,0,28,4,8,0,0
1,28.143,1,0,41,4,0.1,1,0
0,30.435,1,0,47,7,15.349,0,0
1,20.484,1,0,50,3,5.26,0,0
0,56.997,1,0,53,3,189,0,1
0,54.75,1,0,35,5,0.3,0,0
0,20.469,0,0,42,2,0.749,0,0
1,67.764,1,0,49,3,61.698,1,1
1,22.299,0,0,63,3,0.06,1,0
1,26.268,0,0,38,3,52.568,1,0
0,13.212,0,0,39,5,0,0,0
1,11.049,0,0,55,6,1.55,1,0
0,19.14,0,1,31,1,0.4,0,0
0,19.848,1,1,29,4,-1.6,0,0
0,12.954,1,0,27,5,0,0,0
0,14.637,0,0,58,1,1,0,0
1,39.378,1,0,55,2,10.5,1,0
1,35.175,1,0,37,5,-0.117,0,0
0,13.644,0,0,47,3,0.04,0,0
1,28.614,1,0,39,3,0.728,1,0
1,38.337,1,0,60,5,18.3,1,1
0,23.388,0,1,28,1,0,0,0
0,11.25,0,0,36,1,-1.2,0,0
1,67.092,1,0,56,2,126,1,1
1,83.274,1,0,37,4,82.152,1,1
1,88.77,1,0,38,4,21.838,1,0
1,98.85,1,0,38,4,-12.45,0,1
0,39.393,1,0,60,2,38.177,0,1
0,43.197,1,0,45,3,1.4,0,0
0,25.356,0,0,60,1,-3.55,0,0
1,53.91,1,0,55,3,159.248,1,1
0,19.392,0,1,43,1,-0.4,0,0
0,22.8,1,0,41,4,0.11,0,0
1,90.45,1,0,47,2,77.2,1,1
1,47.703,1,0,37,4,33.748,0,0
1,36,0,1,29,1,5.5,1,1
0,40.554,0,0,34,3,46.5,0,0
1,39.894,1,0,46,3,17.399,1,1
1,33.336,1,0,42,5,43.999,1,1
1,30.3,0,0,58,1,16,0,1
0,118.401,1,0,36,4,184.5,0,1
0,54.255,1,0,45,4,-0.651,0,0
0,19.998,0,0,45,2,59.879,0,1
1,28.443,1,0,37,4,-2.2,0,0
0,22.572,0,0,31,2,-1.45,0,0
0,29.1,0,1,47,1,0,0,0
0,19.848,1,0,42,4,-0.4,0,0
0,17.571,1,1,37,4,0,0,0
0,42.777,1,0,39,2,0,0,0
1,19.176,1,0,45,4,0,0,0
0,26.136,1,0,54,4,-1.875,0,0
0,36.975,1,0,58,4,-3,0,0
1,96.369,1,0,49,4,61.115,1,1
1,19.143,0,1,27,2,0.64,1,0
1,28.293,1,0,34,4,4.615,1,0
0,46.053,1,0,34,4,-3,0,0
1,42.048,1,0,40,4,-16,1,0
0,63.225,0,0,51,3,226.048,0,1
1,57.519,1,0,26,3,-5.45,0,0
0,72.069,1,0,36,4,-4.609,0,0
0,24.807,1,0,32,4,11.35,0,0
0,39.837,1,0,38,4,-0.093,0,0
1,43.2,1,0,33,3,13.705,1,0
0,41.172,1,0,62,5,-0.1,0,0
0,11.04,0,0,38,4,0,0,0
0,27.54,1,0,63,2,20.283,0,0
1,45.9,1,0,54,2,0.8,1,0
1,44.409,1,0,38,4,1.2,0,0
1,33.27,1,0,36,8,-2.801,0,0
0,36.435,1,0,41,6,1.925,0,0
0,36.654,1,0,38,4,-3.146,0,0
0,30.6,1,0,46,4,-4.242,0,0
0,32.436,1,0,27,4,-0.6,0,0
1,20.46,0,0,31,2,11.5,1,0
0,30.75,1,0,39,4,-2.4,0,0
1,65.025,1,0,54,3,22.425,1,0
0,30.957,1,0,25,2,-2.342,0,0
0,45.51,1,0,43,4,4,0,1
1,86.412,1,0,35,4,109.23,1,1
1,59.235,1,0,44,4,13.45,0,1
0,17.076,1,0,45,3,-2,0,0
1,27.54,1,0,41,6,1,1,0
1,70.779,1,0,63,3,384.15,1,1
0,17.244,1,0,53,3,35,0,1
0,23.412,1,0,48,6,0.1,0,0
0,25.326,1,0,33,4,0.4,0,0
1,116.199,1,0,55,2,2.1,1,1
1,85.689,1,0,36,2,74.289,0,1
1,101.637,1,0,39,4,105.799,1,1
1,42.927,1,1,41,4,6.23,1,1
0,73.218,1,0,53,4,15.1,0,1
0,21.066,0,1,48,2,-5.79,0,0
0,34.8,1,0,34,3,0.7,0,0
0,32.043,0,1,47,1,0.1,0,0
0,16.02,0,0,31,1,-3.592,0,0
1,15.888,0,1,28,1,0,0,0
0,36,0,0,47,2,0.5,0,1
1,25.257,0,0,42,1,2.76,1,0
0,35.169,1,0,55,2,34.999,0,1
1,38.22,1,0,42,5,38,1,1
0,33.288,1,0,43,2,10.747,0,0
0,42.396,1,0,60,3,22.349,0,1
0,81.162,1,0,46,4,57.996,0,1
0,17.379,0,0,36,3,5,0,1
1,71.217,1,1,47,2,28.1,1,1
1,49.542,1,0,32,3,18.9,1,0
1,72.54,1,0,46,4,135.8,1,1
1,95.472,1,0,33,3,55.05,1,1
0,18.162,0,0,25,1,3.129,0,0
0,49.125,1,0,28,3,29.2,0,1
1,33.834,1,0,35,4,19.46,1,0
0,26.34,1,0,45,5,0.2,0,0
0,23.529,0,0,31,1,4,0,0
1,80.4,1,0,42,4,50.7,1,1
1,42.678,1,0,42,5,-0.1,0,0
0,11.196,0,0,33,3,1,0,0
0,12.018,0,0,46,1,0.3,0,0
1,18.03,1,1,37,1,6,1,0
0,38.844,1,1,41,4,0.398,0,0
1,86.505,1,0,29,3,81.7,1,1
0,18.255,0,0,54,3,-2.4,0,0
1,56.958,0,0,58,1,66.845,1,1
0,29.298,1,0,42,4,-3.16,0,0
0,21.609,1,0,32,5,-20.93,0,0
0,21.93,0,1,32,1,6,0,0
1,49.701,1,0,48,4,29.767,1,1
0,21.369,0,0,36,2,-0.113,0,0
1,51.288,1,0,34,4,2.167,0,0
1,49.362,1,0,26,2,10.28,1,1
0,28.32,1,0,26,4,-3.9,0,0
0,46.422,1,0,36,3,2.998,0,0
0,32.88,1,0,27,3,-1,0,0
0,39,0,0,27,4,0,0,0
0,30.003,1,0,38,4,2.049,0,1
0,41.61,1,0,28,4,3.88,0,0
1,47.691,1,0,32,2,40.05,1,1
1,29.784,0,1,60,1,3.5,0,0
1,27.9,0,0,46,1,-0.19,0,0
0,23.028,0,0,45,2,28.949,0,0
0,16.32,1,0,32,3,-0.583,0,0
0,92.724,1,0,52,2,52.45,0,1
0,44.424,1,0,30,2,-3.801,0,0
1,24.006,1,0,31,2,0.2,1,0
0,12.36,0,1,30,3,0,0,0
0,10.371,0,0,34,2,-1.5,0,0
0,20.478,0,0,34,2,4,0,0
0,36,1,0,35,5,-2.745,0,0
1,65.136,1,0,49,3,4.7,1,0
1,50.859,1,0,54,2,3.695,0,0
1,40.05,0,0,41,2,3.5,0,0
1,30.036,1,0,30,4,17.35,1,0
1,58.659,1,0,46,3,92.384,1,0
0,17.37,0,0,28,1,0.2,0,0
0,23.787,1,0,26,3,14.984,0,0
0,25.971,1,1,27,3,-2.719,0,0
1,52.965,1,0,56,2,18.8,0,0
0,42.858,1,0,59,3,11.9,0,0
0,28.89,1,0,32,5,-9.5,0,0
1,38.208,1,0,37,4,7.5,1,1
1,58.809,1,0,31,5,-1.7,0,1
1,39.255,1,0,27,3,-20.93,0,0
0,24,1,0,40,4,-11.98,0,0
0,14.442,1,0,60,4,17.704,0,0
1,12.588,0,0,53,2,0.1,0,0
0,26.76,1,1,54,3,19.9,0,1
0,21.609,0,0,46,4,-0.6,0,0
1,54.15,1,0,43,3,102.619,1,1
0,72.075,0,1,45,1,13.099,0,1
0,65.04,1,0,45,2,34.89,0,1
0,12.24,0,0,50,2,-3.65,0,0
0,13.029,0,1,53,5,-0.9,0,0
1,52.05,1,0,52,2,25.1,1,0
0,46.356,0,0,46,3,-1.82,0,0
0,34.68,0,1,34,1,27.8,0,1
0,56.115,1,0,38,2,-5.4,0,0
1,88.971,1,0,39,3,118,1,1
0,30,1,0,35,6,-1.4,0,0
1,24.432,1,0,34,3,-3.07,0,0
0,59.256,1,0,49,2,-3.332,0,0
0,22.656,0,0,55,4,0,0,0
0,18.168,0,1,29,4,2.3,0,0
1,32.805,1,0,55,3,2.072,1,0
0,25.5,1,0,44,5,-1,0,0
1,33.312,1,0,43,4,38.845,1,1
1,39.045,1,0,40,3,-0.5,1,0
0,18.24,0,0,43,2,-3.65,0,0
0,26.415,0,1,44,2,0.18,0,0
1,23.913,0,0,27,1,7.255,0,0
1,45.753,1,0,49,4,17.419,0,1
0,12.324,0,0,37,9,0,0,0
0,23.586,1,0,28,4,0.165,0,0
0,33.18,1,0,33,5,-4.928,0,0
0,19.248,0,1,25,1,0,0,0
0,13.452,0,1,32,1,2.5,0,1
0,41.232,1,0,42,4,34.149,0,1
1,45.384,1,0,43,4,9.614,1,0
1,20.826,0,0,61,1,10.15,1,1
0,46.278,1,0,35,4,10,0,0
1,13.5,0,0,34,1,0.172,1,0
1,12.774,0,0,44,1,-3.074,0,0
1,36.906,1,0,47,4,-0.387,0,0
0,32.43,1,0,30,4,0.45,0,0
0,28.392,1,0,41,4,6.2,0,1
1,37.8,0,1,38,4,11.255,1,0
0,24.744,1,0,56,2,0.025,0,0
1,100.116,1,0,47,4,35.831,1,1
0,22.818,1,0,33,4,-8.149,0,0
1,27.39,1,0,44,4,9.334,1,0
1,15.372,1,0,59,2,19.249,1,0
1,31.665,1,0,44,4,9.04,0,0
1,21.222,0,0,41,2,45.6,1,0
0,23.7,1,0,36,4,-3.9,0,0
1,37.356,1,0,52,3,14.825,1,0
1,14.01,1,0,43,2,-0.985,1,0
0,29.25,1,0,56,2,3.8,0,0
0,56.388,1,0,46,5,-2.4,0,0
1,23.235,0,1,26,1,40.4,1,0
0,37.371,0,1,25,1,-3.647,0,0
0,34.803,1,0,37,5,-11.635,0,0
0,13.512,1,0,39,3,-2.797,0,0
0,63.294,1,0,39,5,-18.6,0,0
0,22.575,1,0,31,3,-3.45,0,0
0,19.17,1,0,36,4,-5.85,0,0
1,73.65,1,1,29,2,10.708,1,0
0,24.84,1,0,27,4,0.54,0,0
1,61.8,1,0,45,4,53.8,1,1
0,72.039,0,1,42,3,-5.365,0,0
0,22.302,1,0,58,2,1,0,0
0,199.041,1,0,59,3,1305.5,0,1
1,39.78,1,0,41,2,105.151,1,1
0,46.956,0,0,59,1,71.399,0,1
0,36.267,1,0,36,4,-10.491,0,0
1,66.576,0,0,46,1,24.55,1,0
1,49.284,1,0,38,2,40.3,1,0
0,162.597,1,1,50,4,250.999,0,1
1,24.75,0,0,36,1,5.7,0,0
0,14.556,0,0,29,1,-3.25,0,0
0,21.6,0,0,53,1,-0.45,0,0
1,20.898,0,0,55,1,17.047,1,0
1,37.218,0,0,27,1,7.9,1,1
1,29.427,0,0,35,1,10.269,1,0
1,13.77,0,1,26,1,-5.736,1,0
0,10.2,0,0,29,3,0,0,0
0,23.904,1,0,35,3,29.1,0,0
0,21.288,0,0,44,3,-6.831,0,0
0,38.244,1,0,35,3,-5.1,0,0
1,90.729,1,0,32,2,50.299,1,1
1,36.39,0,1,31,1,2.5,1,0
1,71.673,1,0,31,2,12.22,1,1
0,44.895,1,0,29,3,0.5,0,0
1,21.015,0,1,38,1,8.152,1,0
0,19.17,1,0,28,4,0,0,0
0,117.342,1,0,43,5,28.15,0,0
1,68.661,1,0,40,5,-4.711,0,0
1,63.222,1,0,44,2,36.728,1,1
0,62.886,1,0,30,2,22.058,0,0
0,13.35,1,0,30,4,-1.078,0,0
0,15.81,0,1,25,1,0,0,0
0,34.938,1,0,46,3,0.7,0,0
0,85.437,1,0,36,5,105,0,1
1,96.339,1,1,28,2,64,1,1
0,10.56,0,0,40,3,-1,0,0
1,53.172,0,1,59,1,-20,1,0
1,38.31,0,0,49,1,14.4,1,0
1,35.322,0,0,38,3,-1.222,0,0
0,78.519,1,0,33,2,75.55,0,1
0,76.899,1,0,59,2,60.593,0,1
1,54.57,1,0,48,3,0,0,0
1,23.415,0,0,45,1,14.238,1,0
0,35.856,1,0,31,5,-0.85,0,0
0,14.226,1,0,49,3,-0.25,0,0
1,48.054,1,0,39,3,4.45,0,0
1,78.879,1,0,28,4,31.829,1,1
1,40.092,1,0,35,4,23.648,1,0
0,26.736,1,0,63,3,11.8,0,0
0,34.656,0,1,51,3,13,0,0
0,29.676,0,1,27,1,5,0,0
1,42.408,1,0,33,3,-1.84,0,0
0,10.665,0,0,60,2,-1.208,0,0
1,25.5,0,1,43,2,0.4,0,0
0,19.767,1,1,33,3,0.057,0,0
1,10.203,0,1,37,1,-0.2,1,0
0,40.584,0,0,27,1,9.606,0,1
0,29.598,0,0,27,1,-6.376,0,0
0,24.687,0,1,40,1,0,0,0
0,31.254,1,0,43,4,0,0,0
0,30.927,1,0,41,3,17.748,0,1
0,18.117,0,0,49,1,10.22,0,1
0,12.36,0,0,33,3,0,0,0
0,14.343,0,0,53,2,0.15,0,0
0,21.969,1,0,51,2,0.8,0,0
0,97.044,1,0,61,2,184.1,0,1
0,121.722,1,0,61,2,70.01,0,0
0,30.996,1,0,37,4,7.65,0,0
1,35.706,1,0,29,5,-0.05,1,0
0,44.184,1,0,30,4,-37.074,0,0
0,12.882,0,0,53,2,-4.3,0,0
0,22.815,0,0,36,2,6.75,0,1
1,51.96,1,0,40,4,-0.9,0,0
0,30.675,0,0,57,1,57.8,0,1
1,39.102,0,0,25,1,21.048,1,1
0,32.1,0,0,39,1,23.7,0,1
1,37.242,1,0,41,4,-11.892,1,0
1,38.19,1,0,34,4,11.612,1,0
0,29.694,1,0,62,2,78.599,0,1
1,29.97,0,0,35,2,18.5,1,0
0,67.128,1,0,40,2,89.5,0,1
1,44.1,0,1,27,1,23,1,0
0,20.766,1,0,61,4,20.4,0,1
1,41.991,1,0,63,2,34.3,0,0
0,53.658,1,0,38,3,0.05,0,0
0,15.723,0,1,60,1,0,0,0
1,23.481,1,0,25,2,-11.76,1,0
0,22.119,0,0,59,1,4.5,0,1
1,20.16,0,1,36,5,4.2,1,0
0,21.645,0,1,41,1,1.674,0,0
1,15.579,0,0,32,4,0.28,1,0
1,135.114,1,0,43,2,139.56,1,1
0,39.123,1,0,49,3,6.048,0,0
1,12.954,0,0,52,5,5.6,1,0
1,28.047,0,1,31,1,16.7,0,0
1,10.125,0,0,47,1,0,0,0
1,24.87,0,0,38,3,-0.55,0,0
1,23.319,1,0,56,5,49.949,1,1
0,40.245,1,0,42,6,2.078,0,0
0,53.856,1,0,47,4,-1.58,0,0
1,73.35,1,0,53,2,87.75,1,1
0,28.998,0,0,35,3,0.1,0,0
0,53.133,1,0,54,3,1.799,0,0
0,17.97,1,1,29,3,2,0,0
0,93.336,1,1,55,4,100,0,0
1,50.235,0,1,45,2,3.249,1,0
0,17.226,1,1,35,6,0,0,0
1,14.16,1,0,42,3,18.5,1,0
0,21.21,0,1,36,1,2,0,0
0,14.781,0,0,25,2,0.049,0,0
0,44.799,1,0,63,2,97.333,0,1
0,37.428,1,0,34,4,-4.1,0,0
0,21.843,0,1,59,2,12.618,0,0
0,33.843,0,1,35,2,0,0,0
1,31.35,1,0,56,3,15,0,1
1,34.962,1,0,36,5,2.899,0,0
0,20.535,0,0,41,3,6.499,0,1
1,34.413,1,0,30,2,-2.15,0,0
1,16.068,0,0,26,2,-1.3,0,0
1,73.56,1,0,44,4,41.4,0,0
0,21.306,0,0,30,2,10.029,0,0
0,19.95,1,0,30,3,-7.35,0,0
0,77.979,1,0,56,2,19,0,1
0,99.159,0,1,37,1,11.5,0,1
1,76.68,0,0,48,1,6.33,1,0
0,11.34,0,1,31,1,0,0,0
0,41.982,0,0,38,4,10.5,0,0
0,33.366,0,0,37,2,-3.475,0,0
0,32.472,0,0,41,2,0.44,0,0
1,100.491,1,1,32,2,58.899,1,1
1,100.008,1,0,53,2,73.8,1,0
0,35.487,0,1,51,1,-2.9,0,0
1,22.011,1,0,38,5,7.8,1,0
0,55.554,1,0,31,5,-2,0,0
0,49.509,0,0,42,3,17.517,0,0
0,13.14,0,1,32,2,3,0,0
0,25.158,1,0,31,3,0.8,0,0
0,19.467,1,0,37,3,0.7,0,0
0,74.04,1,0,54,2,40.8,0,0
0,19.152,1,0,28,3,-3.44,0,0
1,16.002,0,1,53,1,44.31,1,0
0,17.805,1,0,62,3,-2.5,0,0
0,30.75,1,0,29,2,-3.25,0,0
0,24.645,1,0,40,5,-0.888,0,0
1,69.714,1,0,38,3,46.232,1,1
1,63.012,1,0,49,4,21.2,1,1
0,16.2,1,0,61,2,0,0,0
0,12.96,0,1,40,1,0,0,0
0,11.452,0,0,43,1,0.263,0,0
1,27,0,0,64,1,49.043,0,1
1,38.376,0,1,40,2,5.9,1,0
0,23.082,0,0,43,1,17.9,0,1
1,59.58,1,0,41,3,86.3,1,1
0,11.952,1,0,33,6,-0.765,0,0
1,97.935,1,0,39,4,54.5,1,1
1,89.94,1,0,48,5,23.799,1,1
0,26.826,0,1,64,1,2,0,0
0,45.624,1,0,41,4,0.1,0,0
1,35.982,1,1,38,4,87.92,1,1
0,33.015,1,0,42,2,2.249,0,0
0,41.886,1,0,45,4,1.1,0,0
1,15.699,1,1,46,3,33.35,1,0
1,81,1,0,31,3,43.9,1,1
0,42.06,1,0,41,4,18.6,0,1
1,63.999,1,0,39,4,7.099,1,1
